Year,UK,UK trend,England,England trend,Wales,Wales trend,Scotland,Scotland trend,Northern Ireland,Northern Ireland trend
1992,0.642793333,-0.104336222,0.752410667,-0.121892622,0.180670667,-0.124825556,0.746741667,-0.042663111,-0.184763,-0.160087956
1993,1.095383333,-0.083702,1.820250667,-0.093397956,-0.308979333,-0.125844044,0.204151667,-0.030975422,1.386217,-0.128842489
1994,-1.292426667,-0.068723244,-1.011979333,-0.0748872,-0.081439333,-0.125602533,-1.824058333,-0.020526356,-2.709423,-0.098059156
1995,-0.329536667,-0.043332978,-0.592019333,-0.047741333,-1.990419333,-0.127242222,0.122231667,0.002840267,2.097617,-0.036310756
1996,-2.431736667,-0.025486311,-2.288459333,-0.022648356,-3.307569333,-0.127247467,-2.806788333,0.009299422,-0.400263,0.004155956
1997,-0.730096667,0.013136711,-1.038889333,0.0141472,-1.466989333,-0.111728444,-0.011858333,0.053613333,-0.726543,0.063205378
1998,1.365053333,0.077406133,0.841570667,0.085870222,2.444180667,-0.065852444,2.145651667,0.109934311,0.375457,0.128760489
1999,1.780403333,0.121667867,1.095210667,0.144558667,1.688060667,-0.044411556,2.891531667,0.136034267,2.304047,0.171199733
2000,3.658533333,0.151946933,4.897270667,0.192726533,4.353320667,-0.049571644,1.979971667,0.144666267,0.426247,0.203539556
2001,-1.891246667,0.148804756,-0.942419333,0.188812356,-1.270999333,-0.106749822,-3.062838333,0.148715111,-5.231013,0.242598667
2002,1.854523333,0.159671867,2.282660667,0.193112,2.194910667,-0.157681022,0.474481667,0.174844267,5.015447,0.316990622
2003,-3.388286667,0.144778089,-2.407249333,0.176391289,-3.966499333,-0.245032756,-5.054328333,0.173406222,-2.330013,0.346494178
2004,0.819093333,0.146825467,0.596330667,0.168018133,1.705080667,-0.309689067,1.027131667,0.199163689,0.450537,0.406395644
2005,-0.325166667,0.146177778,-1.321169333,0.164355378,-0.862799333,-0.381414,1.329711667,0.211699644,0.489757,0.459620356
2006,-0.030206667,0.161260089,-0.873989333,0.173577867,-1.042199333,-0.435815778,1.863841667,0.245062533,-1.273743,0.525751689
2007,0.867043333,0.185305111,1.737390667,0.195603911,0.612840667,-0.468946356,-0.236368333,0.2751204,-0.673933,0.616346
2008,2.340603333,0.211236667,2.509190667,0.215709867,2.678330667,-0.502138044,2.023911667,0.311559778,2.027517,0.722149511
2009,0.288653333,0.212794622,-0.207049333,0.214553511,-0.128159333,-0.567882978,0.867671667,0.318453644,2.230717,0.815244756
2010,-2.169416667,0.198039733,-2.057439333,0.207086267,-3.632099333,-0.647531733,-2.705068333,0.294171244,1.868287,0.878122311
2011,-1.104966667,0.196326578,-3.196949333,0.213161067,-5.109639333,-0.713684,2.963591667,0.288435644,1.733137,0.918406933
2012,3.249273333,0.196221689,5.096120667,0.233459689,1.391380667,-0.757908578,1.131031667,0.258484533,0.451417,0.955446489
2013,-0.478996667,0.167189333,-0.318809333,0.204669822,-0.699389333,-0.829179022,-0.921428333,0.226148578,0.707237,1.001809733
2014,0.719963333,0.146352756,0.186220667,0.1810372,-1.835569333,-0.886478044,1.737331667,0.207444089,3.727207,1.0466984
2015,0.583663333,0.141470622,-0.905079333,0.183266311,-1.977979333,-0.913774489,3.285481667,0.191174711,3.136397,1.070702844
2016,-1.074906667,0.142749556,-0.475899333,0.201097556,-2.237069333,-0.926850311,-1.359338333,0.167672444,-3.444453,1.076425467
2017,-1.800656667,0.135535822,-0.822069333,0.209826311,-3.303239333,-0.941832622,-3.455258333,0.130618044,0.371877,1.09782
2018,-1.898236667,0.153853156,-1.585889333,0.235087289,-1.658839333,-0.918267244,-2.804068333,0.130242178,-0.190543,1.148114133
2019,1.515763333,0.184387333,2.290350667,0.274898133,1.031260667,-0.885681822,0.216361667,0.141322844,2.258967,1.198757556
2020,2.584713333,0.208942,2.257650667,0.3047224,2.841060667,-0.851961289,3.022371667,0.1539948,2.934727,1.2283284
